,CaseOrder,Customer_id,Interaction,UID,Children,Age,Income,Gender,Churn,Outage_sec_perweek,Yearly_equip_failure,MonthlyCharge,Bandwidth_GB_Year,gender_dummy,churn_dummy,Intercept
1164,1165,I792144,f0276bf6-76c1-4145-92c0-872c5c9f3617,8998bcc2c80b0280acb30c816cff0499,0,89,48455.85,Male,No,10.30256804,1,139.934918,2761.982244,0,0,1
1165,1166,C326402,87c54f21-a2cc-424d-8b41-03874b6699ca,c7ff85fda3bf6271097091aba0bf5a10,0,72,4916.91,Male,Yes,17.49332639,2,172.487091,504.9814106,0,1,1
1166,1167,P416440,a3d5950b-e9a5-4057-9786-df4b118cb3b9,14e79b1b9d181708c307f407df3ab499,3,35,56014.49,Female,Yes,7.523463124,0,175.133074,2019.788427,1,1,1
1167,1168,A83621,90ab7210-7d95-4362-8a51-4417d707f7ad,148c9cdf32f62cd6c559ce7f69eb3932,6,89,90596.15,Male,No,7.899801255,1,159.987503,879.9008247,0,0,1
1168,1169,V813580,b0da6e58-d12f-4c83-b482-3dab0bc22124,dea867393e43cc2a37f83652c938cefb,3,66,82251.92,Male,Yes,7.059012011,0,162.452604,950.1312316,0,1,1
1169,1170,P937306,5bd37816-0d88-4a34-a2e5-26a8cbc16b5d,e4ead4016bbeea68634a78e2d2ce2d49,7,57,41210.5,Female,Yes,10.59857436,1,152.44408,1208.458932,1,1,1
1170,1171,C243361,226563ec-72ab-4325-9033-d1206316ec88,ed32e38f27563c122e6f4354100cc651,1,76,24969.71,Female,No,9.109696707,0,139.979239,1210.196851,1,0,1
1171,1172,G932741,8d2c681d-cfa0-4618-ac5f-42f301ccd51c,d252742cc8d01cd73c25dd613ce94cca,0,81,8669.16,Female,Yes,15.32731181,0,252.637807,804.3790601,1,1,1
1172,1173,T902912,92eb01c2-43df-4fe2-b1d8-3033092929e3,fe55a6aa24980c5c07c2f47f99e9830f,0,40,3551.89,Male,Yes,11.64764999,1,242.610632,1614.1637,0,1,1
1173,1174,T544616,a8eeff92-a2fe-4c3a-99f5-c034cd0d6e65,3d860729bd5ff4f4661e5b6db4e68ec7,3,85,18788.66,Male,No,15.34353703,0,192.440432,1150.450972,0,0,1
1174,1175,C61226,9f66ed48-11ff-4177-934f-4de2b08a03b1,9a2581c86fa3370f3c6d61af6a6190e7,0,34,68738.07,Female,Yes,7.595319178,0,262.610632,1136.60955,1,1,1
1175,1176,C387905,c87636c7-2247-4503-a2db-f260b8da57b5,de24cc2dcbdc054e27b677c204109024,3,30,21671.58,Male,No,9.227166445,0,94.972827,1487.731702,0,0,1
1176,1177,M777913,2518265f-b5d5-433d-9f79-4682643f6cd7,ac0891338440d9a878a24ae2bc980188,0,38,33714.3,Female,No,10.06634813,0,124.97808,639.5093519,1,0,1
1177,1178,M731030,a13fea8d-6ed2-423d-a958-eac22cd363b4,e3494d9cdf1c36780527dcfb57d1d936,1,78,25597.36,Male,No,9.140364793,0,120.003499,796.4331979,0,0,1
1178,1179,M201624,caacd106-3a5c-432c-9498-733e1e8bf743,3cea995c5615a6f0bd46d44f4ebcfe55,2,85,40133.04,Male,Yes,14.95030399,1,275.119794,1124.637958,0,1,1
1179,1180,R158965,3feddafb-f6cd-4885-922f-491e40ca35fc,0d8d1d727223a038b1f1bd2fbe2233aa,0,63,3998.85,Male,No,12.47176454,0,139.981577,1072.213221,0,0,1
1180,1181,P458031,736e57d2-331a-4fb3-a440-ee5e9b616cad,abd9448326e14a6be9fae70e8b6ac9b5,1,88,30133.27,Female,No,10.03378888,0,202.443347,2688.491827,1,0,1
1181,1182,D398300,8146c0c4-0859-40e3-8549-8fa483b8efdf,5cb75551d6a00842a531fd2c287e764a,1,49,4812.74,Male,No,12.96180339,0,172.47417,1454.923517,0,0,1
1182,1183,H927567,ee0e7949-1aa9-48ba-a981-1f62aa7bdeb5,cd6d1351d24c6687fd614c5c89ab7eb1,2,31,12061.92,Male,No,10.94680764,0,144.960655,1014.854462,0,0,1
1183,1184,B813556,830ce5ff-7473-4a72-9bcc-7505d7df342f,778e1c8a54aa44668ed5b6ac401d3f30,3,33,6132.5,Male,No,13.32229504,0,172.44408,1935.621118,0,0,1
1184,1185,Q721747,125e3ed9-7ebc-4b7e-929d-d83c5d9d702c,19ae4cede380e96737cb85688a94e559,4,28,78238.99,Female,Yes,15.54569939,0,222.61428,1648.155844,1,1,1
1185,1186,B293510,bcd3a40c-ffcb-468d-b269-e2f15aeb0026,a827ca4d40206ba63dfdd3ab6487e6d8,1,84,15048.63,Male,Yes,8.440399216,0,220.114868,1524.945096,0,1,1
1186,1187,G991506,e012269c-aa15-48c6-bcbb-93de3cc5e27d,34de1731707233263df05fb2aff77bf8,2,35,101771.45,Female,No,9.010061624,1,127.442069,1160.756141,1,0,1
1187,1188,I600346,84a30757-231e-4f77-befc-9d27b5c5e539,8a963e9dca4c99e018008a1a7bd16651,2,43,12998.92,Male,No,12.9088807,0,139.934918,2418.099487,0,0,1
1188,1189,U968415,cfc382e4-296d-4055-a7bf-df9a2d44edc8,49cbbd7fb4fc6718a4733fb2902affb8,2,73,58997.61,Male,No,6.783649349,1,172.457857,1523.590353,0,0,1
1189,1190,H358470,d1ad84e5-e28b-4a41-b7e5-79b03027f21f,8b169609d504d849f633bf8de5856e46,2,77,19383.74,Female,No,8.144330616,3,157.483594,278.9942907,1,0,1
1190,1191,K669208,f9a2eec5-73c9-4170-99d6-131c4b4fbd29,d02ac4fea37837f0441799db0ebefa69,1,37,57062.8,Female,No,8.455302586,0,187.481057,1885.164449,1,0,1
1191,1192,K740871,1d681046-72d5-444f-961f-6e86ad97db7a,176d09b8bc4edced014c76d3fee2ffa6,0,24,7945.24,Male,No,13.64460159,1,134.950905,805.3931837,0,0,1
1192,1193,K886172,5e7efffc-cb6e-4ebe-b76f-639f2dd6aa99,ad611a6138a4266c6c798b055bd54951,1,56,26131.54,Female,No,10.39492135,0,127.474951,1188.311266,1,0,1
1193,1194,A145480,25cc48fa-c146-452e-a479-fafa876d9cb3,1fe02615003ed0fb3980cb0b87c69905,6,75,45869.12,Male,Yes,10.58093125,1,194.988208,779.392646,0,1,1
1194,1195,D604002,47b908d1-2935-4db8-b460-9a5cac2a9b16,4f5a55f237528e9a869670c79f0c64ad,0,70,3223.21,Female,No,12.07896744,0,169.992756,891.5354705,1,0,1
1195,1196,H885464,20d3e917-948d-41d9-bdbb-baef95f56828,c6eb32f9648083a0b1089961b76a6216,0,54,21647.96,Female,Yes,10.51343586,0,152.488401,940.7924479,1,1,1
1196,1197,D493302,3e340d59-c994-4a5a-9a91-908a6a1bd3aa,cf1c88509c46a0f99e56c8815cf73b2e,1,42,12411.88,Female,No,10.94484319,1,152.510442,1251.289889,1,0,1
1197,1198,T495616,e8bb91cb-3d86-48a4-8935-115aeb0855ee,5145c86bb68b31aa2841b174b8a19baa,9,69,35524.46,Male,No,8.836395031,1,152.457857,2623.835938,0,0,1
1198,1199,H175210,867f94cb-9690-4615-8430-44c738cb50d1,3958948842950b94ff89a131c6e7cc83,3,50,48154.12,Male,Yes,16.63376919,0,139.951231,888.9795791,0,1,1
1199,1200,D461453,7f014bd6-e9b1-44c2-be6b-6bd9c0fd9843,2231585e54780845490ea9fce21b7fdb,3,47,85147.06,Female,No,7.540632126,0,129.948316,1023.702263,1,0,1
1200,1201,P905987,159e24b7-06b7-49c3-9d05-59427c05c24b,6e564e0eb676fdd91c4d5b4e5c1a3e96,2,59,49691.34,Male,No,8.173622417,0,159.987503,407.5928812,0,0,1
1201,1202,H391200,db653683-7f9c-4d46-8ea7-75584f136cd1,2dad126f364511098c893db9507c5a98,9,57,32810.46,Female,No,15.17990976,1,79.978861,367.3059091,1,0,1
1202,1203,W980288,71b673c4-ed69-455c-8484-446145abd03c,4de4a7fd92b758a411fe53739a1b5d10,0,29,49106.35,Female,No,10.24327363,0,92.455141,1571.397537,1,0,1
1203,1204,X319524,23764f53-154f-4d38-8bc0-c64c702c1a1d,aa59503f6f2ec01a01e661344251f2b0,3,32,23379.71,Female,No,5.730187669,0,204.961033,1340.685724,1,0,1
1204,1205,V52887,d618560e-e9d2-423d-8d59-cfcf09aa674c,adef5c8d2fe46d22d0b39934f65f8d83,0,81,40661.06,Male,No,2.516745112,0,95.019486,876.3492188,0,0,1
1205,1206,B756017,3932e10c-26a1-4291-8344-adef110b9350,7629e3ee73c65028ffd8333a42de08af,3,22,11306.37,Male,Yes,12.834729,0,232.637807,1700.52331,0,1,1
1206,1207,G67438,7833de3c-5798-429c-befe-9c07296a8493,dfd7f39931f6248459b46f646286a89d,2,37,12851.22,Male,No,9.503889638,0,169.937833,726.6441549,0,0,1
1207,1208,J909235,cf61a519-2d4d-4964-9781-09e39e4e42e4,105e91a51e4e3d88047dd6505210097a,4,83,23687.02,Female,No,13.25666082,0,137.469817,1577.015173,1,0,1
1208,1209,X512139,6ce7da1e-6be7-4b8d-9feb-11dc5a04a430,4d3f4940536845a28688f80a53642894,4,44,95197.4,Female,No,9.255314336,0,172.462354,2113.850791,1,0,1
1209,1210,G343802,94ca1d99-fdad-4677-9ca8-15774b0101e9,c29a9995fe2238dd5a1779c06ab7b5a5,0,85,29348.16,Male,Yes,8.954899011,2,142.500692,747.9301328,0,1,1
1210,1211,V350641,c61d1596-2a1d-46d2-80a0-d19ade1c62d7,ffaf494a5dbcf2a0d954562f322b0e57,4,58,5028.44,Female,No,11.81175528,0,192.440432,708.8254196,1,0,1
1211,1212,R699488,ad09b1f2-d9da-46f2-a2d2-f33c6ffc840c,c4c3975442c5dbbaf5a8ed160d6e471a,0,80,85717.14,Female,Yes,2.110606916,0,187.656013,894.4102553,1,1,1
1212,1213,J869368,390073a9-58f2-4abb-bbf2-454af97c863e,141c18adbb125efc6c8b3b92281ec63f,3,28,34407.99,Female,Yes,11.46370907,0,277.651257,1712.794495,1,1,1
1213,1214,F570484,2d250d1d-0345-444d-a7f0-5fc5d56e3463,b8341cb0b860e09fa9bba5f4104b6e8c,3,31,5874.73,Female,Yes,9.928856736,0,157.469817,554.7295152,1,1,1
1214,1215,N131545,65eb501d-9e4b-454b-8c64-e464a44674fe,194423d35c46fde1259172320a15db9d,7,87,68836.53,Female,No,11.57554015,0,154.961766,1889.347998,1,0,1
1215,1216,T267542,fe257312-9caf-4d06-9bec-e5ba61b06660,e15b34d493c7d723cfb67c7a41b95fe5,3,36,35105.32,Male,No,13.27478996,2,162.468917,1078.260358,0,0,1
1216,1217,J379461,9c109f88-4d43-49af-9232-663fdf75919c,382c09d9914fb59c70b642e2c5e81e7e,0,23,15002.6,Male,No,8.508595449,0,182.467607,1310.382845,0,0,1
1217,1218,N14233,2cec1e58-97dc-468c-9f81-797275fb14a6,08f5ec51d72ca739faa00212e15328c0,2,70,51988.65,Male,No,8.844986609,0,195.006206,909.9557807,0,0,1
1218,1219,I787322,f3f4daae-42f3-4825-aa16-c212bdff228e,e22d717a375a8622b47daeca96827e30,0,24,18692.53,Male,Yes,12.25982132,0,149.988989,1461.101266,0,1,1
1219,1220,R481476,c094565e-8b01-4b12-b987-b5a50aeac15e,dc4feeee78a04e9a5138ee441d4b5470,3,49,20896.4,Male,Yes,10.03906526,0,139.987503,2649.830017,0,1,1
1220,1221,N85718,c87c0820-767a-4f65-b745-c03759274558,ae65168e3808c94d2045249705a1869c,0,60,41058.3,Female,No,9.515742803,0,172.456745,1340.373707,1,0,1
1221,1222,J651060,a6677f51-8a73-48f7-b50f-2309ef7bc55c,899793d9b778c6f87a8270f1a20578cf,0,85,22274.11,Female,Yes,8.620125009,1,190.12704,2123.334993,1,1,1
1222,1223,Y892014,9ae21dd4-082c-45f8-aeff-8d187368069c,e9e4a2b6f571d69d8c0be4206d558b8d,4,32,20436.28,Male,Yes,7.85989854,0,255.155493,1476.644914,0,1,1
1223,1224,M559025,bd86951a-3786-4be2-9d44-2783b4222f5c,14f1a867bae3b67c1d90d57492673c85,0,46,28733.56,Male,No,11.57607855,1,137.468388,765.7044853,0,0,1
1224,1225,V37260,3bf78c39-8d5c-448f-ba92-46d4fcfc64c3,9eb00ebde0978f376d813b74e92599a7,7,47,20095.5,Female,No,10.42690816,0,147.442069,1890.385398,1,0,1
1225,1226,I142610,12dfd1aa-edd2-44c2-8c0f-be24f6f73d8c,7df19ce02ef26ccdb8cdff38b9dd7ef1,1,34,109373.69,Female,No,7.953632262,0,187.49737,1259.528321,1,0,1
1226,1227,Z884144,84187462-869a-43af-a6ad-87a03298d44a,5f10884acc170b33c8aba344ac93a7f9,4,47,45642.1,Female,No,10.24268185,0,184.949594,1468.00712,1,0,1
1227,1228,V765087,56dcdd45-7c35-44e9-a294-8871d239e99b,d76070a70be10837b4b8d80cce64eb86,2,21,13802.12,Male,No,13.65545074,1,202.443347,1060.779533,0,0,1
1228,1229,N241441,5ec6e2d0-5c03-4051-b3df-3339a052a74a,9b6bf7f4fea03133cd85ce04c305dbe9,2,48,67035.46,Male,No,13.30817874,4,162.500692,720.333405,0,0,1
1229,1230,N956188,72868f27-927e-4d01-906a-49fe75304480,e1be3ca6f75e181d16402717e2eacc30,7,23,9237.79,Female,Yes,10.62473397,1,159.979358,2008.680996,1,1,1
1230,1231,Q641611,c68e2a4f-10a3-4ab4-a3c8-15df150a9b08,0cab49fb7efd4a583685119cdb1d314a,0,41,98906.55,Female,No,9.540070446,0,162.465269,1154.892024,1,0,1
1231,1232,M665668,cbacbca7-c528-4cba-b473-3e492892816f,478009d9a869b558b4513c09f16f7ce4,3,37,40529.84,Male,Yes,16.88041332,0,182.443347,2207.637213,0,1,1
1232,1233,P872354,ad6a4180-194e-474d-95bb-870e7e17bf09,e72d67155ac78e85090c5efa397faf0d,3,58,49350.86,Female,Yes,12.50834927,0,194.952509,2346.894471,1,1,1
1233,1234,V198321,f5c5708d-7999-4d27-a8bd-f181dbed18c4,74184b95ba0ae3e4e459f1e21f656726,0,34,53196.73,Female,No,8.942252776,0,149.962093,954.1807838,1,0,1
1234,1235,H326789,ad77a3d7-188b-4c01-96b3-622760f9349f,de20f777bbb41a364fe49cbe1c1de650,2,77,11113.69,Female,No,12.8348374,1,172.510442,976.910308,1,0,1
1235,1236,D110610,0a2ac573-04bc-4f8b-86b8-ca599ecf826d,3eb59919c109b0906fab2fd223996491,4,49,31644.7,Male,No,15.76975133,0,227.475448,1599.474597,0,0,1
1236,1237,J989060,6733cdca-0923-4917-b7e4-9be3403f2067,f369b6741840dbf6511ba15d8b817604,0,32,26312.33,Male,No,13.46868109,0,159.934918,1660.386663,0,0,1
1237,1238,Y482387,4b559c03-8daa-4ef4-8247-222729e5c519,78ece5012bc62c19ddfdd4f2eec8a524,1,64,78370.93,Male,Yes,4.471635302,0,184.949594,2536.687205,0,1,1
1238,1239,M112566,7048b033-2764-49e9-b0a2-bdb544aa8fc7,33c761f84492d3fde8c43f6357c84f8c,2,70,6088.74,Male,Yes,10.14904497,0,217.483972,1283.000223,0,1,1
1239,1240,U873148,c1d303cb-170c-4692-afe4-08a520cbae3b,c9ab384d64200e1f718b7144064ff408,1,56,6479.72,Female,No,8.6681168,0,172.510442,945.8621325,1,0,1
1240,1241,E328814,9931d579-2f1a-45b4-8d14-de5a1b019e76,d2d61ef893acf3368ab7a0b37754121d,3,45,40710.63,Female,Yes,11.28911933,0,167.484705,2247.823032,1,1,1
1241,1242,I236091,5dd6a4e6-7b77-49c0-9326-41ba409f19aa,97a5bb46b475cd9dc07ee697dc55fa82,3,88,73646.38,Male,No,7.568122559,0,172.440432,1441.176168,0,0,1
1242,1243,B46761,8acab76b-7ea5-48a9-9bde-2a2377bab15f,34780d701e360ef5057cbca2204ca394,3,22,32974.25,Female,No,7.641160647,0,139.986074,1765.167048,1,0,1
1243,1244,P362205,3c2c2974-bc43-4839-b97f-12fa1d0fde88,5c57558b5194a4bb70bc8054f4a5e3d4,1,78,3955.88,Female,Yes,10.62427045,1,184.978458,1203.563432,1,1,1
1244,1245,Z197598,8694636f-1bf9-49ef-beb5-82130f8b6148,0d75a795342fa36c8459b69b89455c9d,1,69,53513.98,Female,Yes,6.922666965,0,232.637807,1692.566285,1,1,1
1245,1246,M132319,4d0811f5-16f9-4660-8c17-5b4d45645f4c,a47e51ce4b561f54a751a06948c545da,0,51,42002.93,Female,Yes,10.20539198,0,172.470522,1486.494353,1,1,1
1246,1247,Y313023,79769c65-6c01-45ea-a273-36250ca297a9,3bcc7afe55c786c683606d09387c8fba,10,26,99800.11,Male,No,4.912625477,0,182.45383,1550.154506,0,0,1
1247,1248,V148850,e648f743-de0d-4aca-91d7-83d13ee3d683,d87c783144c525a2931164f32e925399,0,22,18159.87,Female,No,5.205660364,0,172.487091,1979.490592,1,0,1
1248,1249,G18466,cdebfcfc-ab00-49fe-a53f-02af24626c2f,4326eb0588bf023c176ef5919447ba8a,4,66,82924.09,Male,Yes,9.816727691,0,157.483594,526.38731,0,1,1
1249,1250,S958641,c7124b3f-6113-4f63-8c4a-b755d3a6fb0a,72880b1fd79f65fe3400d6539e293dda,4,35,11824.7,Nonbinary,No,8.717398286,1,167.456419,570.7344969,0,0,1
1250,1251,A27178,7f5d879a-6808-4fcc-9780-9354886b53dd,69c486cf35ab7a83bc316b5e3a5899dc,1,39,73624.07,Female,No,13.75454575,0,104.97808,1344.903546,1,0,1
1251,1252,N454763,87af057b-245e-47c4-b559-17960ed1f7b7,838b53af78c595e11fa16fb4852c6e2d,1,37,51606.19,Female,Yes,15.61280724,1,152.479779,602.4065111,1,1,1
1252,1253,H02721,6c3049d4-815b-4bd6-b88a-9d4a9e6e30a6,a7d3dc7f845a99452289dd3c19c35c77,1,72,36352.23,Female,No,11.69866136,1,127.525,1339.377921,1,0,1
1253,1254,B920638,c79f45e8-3796-4379-a66f-7d497344b452,901d2e133afbd05146667135d1b9fa96,2,64,33589.11,Male,No,13.56647971,0,117.468591,1752.198908,0,0,1
1254,1255,N863885,77968bc2-655a-4468-8d0a-ff5781b0300a,5d85367f6651c8939ecfb9d83e218c0d,3,48,25866.44,Female,No,7.697547282,1,179.947583,1273.142721,1,0,1
1255,1256,G223396,49ae2cc8-e5a0-45b0-aecb-1d5249815174,23868d5244d55cf8b98c0a5862ed4bf9,8,51,6215.4,Male,No,8.22529209,0,104.964303,1964.775503,0,0,1
1256,1257,T860986,e824eb17-8973-4bb4-a697-a64827287d84,10e4932cc7f41ad36996e7d2b32e80ae,1,49,71631.82,Female,Yes,8.734579171,2,245.128318,1341.450253,1,1,1
1257,1258,W923132,04609ba0-0e75-48a7-a3c5-3051ed2d50ea,888b5021a0511f21e45527115e6875cd,8,86,81116.14,Male,No,7.295808186,0,120.003499,1976.347042,0,0,1
1258,1259,D84259,3c6aeee3-5a81-44e6-af32-2943160ee494,3f88d115baf1a6c1fad82a30a5a26738,1,37,30090.22,Male,Yes,10.51097693,0,225.145743,1917.60124,0,1,1
1259,1260,X989117,0866e6b3-ddb0-466e-9257-912a61d2f56d,6e4e018f82496847c9b95007a481a7bd,0,55,3811.96,Female,No,7.518278856,0,104.964303,820.9557127,1,0,1
1260,1261,B308070,42eb3772-b630-4123-b082-fc03f66e7593,57c50559917ec6359389ed3b3c57bb69,0,54,38513.67,Male,Yes,11.93951737,0,142.499263,1148.911745,0,1,1
1261,1262,E439042,115d1d77-dbe8-4305-8ef7-c510bbfeaa22,323a32e32c009373ec1df7e1432ad7f3,0,63,35130.18,Male,No,12.69971233,0,139.965008,1919.921479,0,0,1
1262,1263,R437395,6de2a1f9-c56d-44d7-bb71-de50d99f1ac0,d136609c727287d8caae51e242c87ca3,2,65,37445.32,Female,Yes,7.947973086,0,214.966286,1036.324728,1,1,1
1263,1264,C28930,27ef19bf-9f1f-4b32-b7c9-3cff7988b9a1,0098ae1a9e51dd571b294ec354822e8b,2,41,67940.02,Female,No,12.26691686,0,117.472036,1839.699549,1,0,1
1264,1265,X528575,3a58f8b3-113d-4c22-b903-58102deeeca0,5d7f5981138c1201691ff54cb986ba8b,0,79,20078.44,Female,Yes,14.82798335,1,190.159922,847.9561126,1,1,1
1265,1266,X666934,5b1c6900-f343-45f9-9cc6-add1c97b2ab4,2ed685579a69e4d9488ca319a40aa1a4,1,26,27692.11,Female,Yes,10.39540448,0,147.442069,488.2811705,1,1,1
1266,1267,B431778,663dc897-b89d-4a10-bded-a39d8cb18f22,280c67e9a7a4586d2bcbc1ee2d5ea253,3,63,18895.42,Female,Yes,9.064004874,0,127.488728,875.0932458,1,1,1
1267,1268,W891810,99ee736b-dcec-46b0-a8c7-767b4b3beef1,9c9a86f1206437a377ad74503cbd6c02,0,73,22536.48,Female,No,8.420093797,0,184.971516,2128.80443,1,0,1
1268,1269,P684515,fd7b959b-883f-4a7f-87e5-36968cf183b3,a2ebd7e12b1a0f2837b0597f73ea8d6c,2,55,35730.59,Male,Yes,9.420067912,0,214.952509,1541.165921,0,1,1
1269,1270,Q136086,9357abcc-3d2c-4a7a-a9ac-ce905ace3102,edb8fad6769d8c25ed0ef8d96de96dda,2,43,79669.11,Female,No,11.20745718,1,159.994242,2687.9401,1,0,1
1270,1271,N762092,34f3d180-8a17-4ecf-9ceb-638e15da0d35,3e1a69c063b14551f41807a3a20219ff,1,48,36901.24,Female,Yes,7.436719685,0,194.976769,768.0341067,1,1,1
1271,1272,K402176,4dd32d06-ac6c-4d54-952d-2de4ba7e033b,1b409ab96a7fb4e9662462bb3bffeb26,2,72,27660.28,Male,No,5.833716636,0,112.455141,882.5591385,0,0,1
1272,1273,O139361,1300fe8c-ee0c-44d8-a18d-f033566dc2fc,9c7e2008ba185e6877f5fd8603641dba,2,18,39092.7,Male,No,7.79720649,1,115.002061,1679.045392,0,0,1
1273,1274,I407574,b9841573-90d7-4dbf-bad5-f92c62bac964,453b842ee50695f4cb48eaf4c755c7ad,4,33,43436.42,Male,Yes,7.584336396,0,242.61428,1809.863378,0,1,1
1274,1275,H523864,9fcdac37-0e37-4d8d-a5e6-34459baba017,1f0bfddc047a47caf4b14fb129408692,1,33,56327.41,Male,No,14.18701742,0,152.47417,2295.960298,0,0,1
1275,1276,N794031,0627e548-0b45-4ec7-951e-5a92f7ebcffe,2b84b4ba636bbd63b639f248ccab68f3,0,76,16762.99,Female,Yes,11.54198689,0,217.483972,955.0181592,1,1,1
1276,1277,Z964652,2619e75d-a5de-49cb-bc0b-2d4b59616541,98e8edff939cf59b4302538061990bca,0,55,46854.5,Male,No,10.51853461,0,159.979358,2035.008705,0,0,1
1277,1278,P176039,04f5b13e-c7ad-4c91-a2e7-a95ceff41631,f16eca34325a33d32a02dbf8e0e45534,3,48,34372.27,Male,Yes,7.871451091,1,169.967067,1681.813552,0,1,1
1278,1279,A531249,bbb18a16-7b16-4ed7-ab41-1f27bcae8d10,9d400a2b46c78ddded161f8c8091b84e,0,87,24378.22,Male,Yes,10.67112794,0,215.159141,1774.760154,0,1,1
1279,1280,Y979093,2d7a776b-3e35-4b77-a093-41e1bea34063,a9115c499ae953d2fa72da7c2206095d,1,74,31198.52,Female,No,12.01473007,1,187.656013,711.7404846,1,0,1
1280,1281,V673184,ae183617-37a1-4b3c-a433-36e1023d7828,33b005777c9d7d23cfd3aaba3d9fced4,1,55,38162.85,Male,Yes,9.241864687,2,207.609354,2221.139588,0,1,1
1281,1282,Y786322,a96fc23c-abbd-42ba-882b-d7507b37a4c0,8e0a913c571645e4e592c16d914224ce,3,65,36333.77,Male,Yes,10.48393458,0,192.440432,547.9869964,0,1,1
1282,1283,A613334,db518a24-1c05-4d2e-acf8-30a7b8bdd3e4,2dc3f20d19b664a517c40f2536b94e7d,2,44,13288.6,Male,No,12.67159952,1,152.457857,1768.55004,0,0,1
1283,1284,R760297,470fe84d-d53e-4072-af76-54368e0c8586,d51bb5e6a97067d0600889bb1e8cdf66,3,19,25446.01,Female,No,8.414092289,1,207.609354,926.9394553,1,0,1
1284,1285,Y793007,e0616ec9-85b7-4489-a116-f8c7ce731164,ff6b720fd96a3be945baec40a0b9ba35,4,87,26129.83,Male,No,6.292455476,0,162.468917,715.3186358,0,0,1
1285,1286,B14813,b9951028-25ef-4a38-9385-17b897051147,a38d4fe425b4e794db252679ee4b402a,0,85,76184.47,Female,Yes,8.665638946,0,172.470522,771.9557231,1,1,1
1286,1287,F421496,b1a629cb-0dda-4639-8e65-7ad8119f2bc9,5c8ebad86cfb21ce27bd183027ba018f,3,27,81803.03,Male,Yes,14.63754555,0,129.948316,1671.469773,0,1,1
1287,1288,W198106,69acc4de-021b-4df5-bd94-79a1522518c9,27699340ef80c8bb88aa42cd4fe9f7b8,1,55,54981.51,Female,Yes,15.09456492,1,137.461553,358.4232611,1,1,1
1288,1289,U750518,39b31a8b-2bd8-409f-a05f-ca6e5c898957,4f1031d952788e0b95850d0397c5c4e0,0,47,112031.33,Male,No,12.48009091,0,175.133074,1935.461046,0,0,1
1289,1290,S755342,6836fd96-45b9-4238-9df7-fbc488a528df,04a087756a37234f0b7aeb0efc47c04e,1,73,69444.54,Male,No,7.207577411,0,147.471303,520.8892347,0,0,1
1290,1291,I845157,145acfe9-e695-42a5-88ac-d1fe8e494490,77df29272170d5f8f47437a3f9e81d9d,1,68,57844.94,Female,Yes,13.72595127,0,197.470195,1356.12218,1,1,1
1291,1292,L259175,d561cf67-33dc-4679-9cf1-67240093939e,8b77ca3025747bd85bffd6f4e3102c4c,3,50,36772.35,Male,Yes,7.987261514,0,179.965581,914.8863272,0,1,1
1292,1293,W252609,476081d7-8e7d-4ec2-87ce-839a8a96fd1a,ef40173fca0c27ce3baf109eecf002f9,3,23,22853.63,Male,Yes,13.96678169,0,147.473844,638.4642534,0,1,1
1293,1294,P619108,3aee9b84-a56f-4023-bdcd-2bcaee270aed,4071a0de5455b4721f63c6f04ded70de,1,36,39702.07,Male,No,3.356393859,1,174.975543,919.2881691,0,0,1
1294,1295,P78007,20f0ba58-e9e6-42b5-bc40-25c28e6daa92,855547d1a912ddcb9d60b704f5eac185,3,53,27546.33,Male,No,16.41256411,0,162.446995,1515.532948,0,0,1
1295,1296,E137592,807a9798-8e70-4021-9ca9-49f5c51e5aa6,98998d80746cabaaf4d88b83288b4cb6,2,62,27329.96,Female,No,13.37613844,2,147.460067,476.4598684,1,0,1
1296,1297,I894965,3c8856eb-1d94-497d-86f8-4066cc384a96,371faa47e38bb99b5443a64350108d20,3,89,56631.76,Female,No,6.839793198,0,182.45383,1140.151122,1,0,1
1297,1298,E505861,55c15886-fb37-4664-8da5-12e714d79601,ca41d8d5548444b844bd45b159d2c819,3,74,135171.31,Female,No,4.789435489,0,144.960655,677.1757219,1,0,1
1298,1299,N321214,99d55097-8fab-4253-a4c9-01158abc05d4,625818066eb0202e7858ee2e53d65c7c,10,28,7619.18,Female,Yes,12.28145524,0,142.452604,2138.553831,1,1,1
1299,1300,T667020,9e42ed15-400a-47bf-9041-6fb03091be19,4a9e2873a2dac8879484bcd63bc9772c,3,19,65377.87,Female,No,9.863350742,0,147.442069,746.2481195,1,0,1
1300,1301,W226633,86c34bc7-ccfe-44f2-adc9-82a213b7b2d2,e6717bcc339edd68db971654c7897d71,0,63,23514.45,Male,Yes,10.6945716,0,104.964303,1370.012453,0,1,1
1301,1302,A663417,a76302da-9afd-413f-bfa9-d79ac457031f,f939bcac6a6bbdfe185fa861ca52dc49,0,26,121993.18,Female,No,13.25969872,0,139.9678,1754.601627,1,0,1
1302,1303,L361543,0051f231-961f-472e-9261-1d6432f368b6,bb116d440e1d4cf5790e2c593c6a80d0,1,45,35556.27,Female,Yes,12.2300724,0,182.460772,2115.906589,1,1,1
1303,1304,H297976,9674ba4a-2309-4b8d-9a35-ee310b60b2f0,a2bdb227f8e4a4f0b28d70941eae7a73,1,29,42326.58,Female,No,9.953164978,0,164.988941,2576.783187,1,0,1
